# x   y   V_numerica   V_analitica   |error|
   1.520000E+00   2.000000E-02   8.375614E-01   8.375938E-01   3.240187E-05
   1.540000E+00   2.000000E-02   8.637013E-01   8.637335E-01   3.218788E-05
   1.560000E+00   2.000000E-02   8.895041E-01   8.895360E-01   3.184973E-05
   1.580000E+00   2.000000E-02   9.149785E-01   9.150099E-01   3.138888E-05
   1.600000E+00   2.000000E-02   9.401327E-01   9.401635E-01   3.080679E-05
   1.620000E+00   2.000000E-02   9.649746E-01   9.650047E-01   3.010584E-05
   1.640000E+00   2.000000E-02   9.895119E-01   9.895412E-01   2.928844E-05
   1.660000E+00   2.000000E-02   1.013752E+00   1.013780E+00   2.835789E-05
   1.680000E+00   2.000000E-02   1.037702E+00   1.037729E+00   2.731748E-05
   1.700000E+00   2.000000E-02   1.061369E+00   1.061395E+00   2.617139E-05
   1.720000E+00   2.000000E-02   1.084759E+00   1.084784E+00   2.492374E-05
   1.740000E+00   2.000000E-02   1.107879E+00   1.107902E+00   2.357950E-05
   1.760000E+00   2.000000E-02   1.130735E+00   1.130757E+00   2.214357E-05
   1.780000E+00   2.000000E-02   1.153332E+00   1.153353E+00   2.062161E-05
   1.800000E+00   2.000000E-02   1.175678E+00   1.175697E+00   1.901922E-05
   1.820000E+00   2.000000E-02   1.197776E+00   1.197794E+00   1.734265E-05
   1.840000E+00   2.000000E-02   1.219634E+00   1.219649E+00   1.559808E-05
   1.860000E+00   2.000000E-02   1.241255E+00   1.241269E+00   1.379221E-05
   1.880000E+00   2.000000E-02   1.262645E+00   1.262657E+00   1.193168E-05
   1.900000E+00   2.000000E-02   1.283809E+00   1.283819E+00   1.002346E-05
   1.920000E+00   2.000000E-02   1.304751E+00   1.304759E+00   8.074413E-06
   1.940000E+00   2.000000E-02   1.325476E+00   1.325482E+00   6.091479E-06
   1.960000E+00   2.000000E-02   1.345989E+00   1.345993E+00   4.081203E-06
   1.980000E+00   2.000000E-02   1.366294E+00   1.366296E+00   2.049458E-06
   2.000000E+00   2.000000E-02   1.386394E+00   1.386394E+00   0.000000E+00

   1.000000E+00   4.000000E-02   1.598721E-03   1.598721E-03   0.000000E+00
   1.020000E+00   4.000000E-02   4.113729E-02   4.114194E-02   4.649948E-06
   1.040000E+00   4.000000E-02   7.991055E-02   7.991962E-02   9.075076E-06
   1.060000E+00   4.000000E-02   1.179475E-01   1.179608E-01   1.332876E-05
   1.080000E+00   4.000000E-02   1.552754E-01   1.552929E-01   1.743873E-05
   1.100000E+00   4.000000E-02   1.919204E-01   1.919418E-01   2.141724E-05
   1.120000E+00   4.000000E-02   2.279068E-01   2.279321E-01   2.526784E-05
   1.140000E+00   4.000000E-02   2.632579E-01   2.632869E-01   2.898841E-05
   1.160000E+00   4.000000E-02   2.979958E-01   2.980284E-01   3.257394E-05
   1.180000E+00   4.000000E-02   3.321413E-01   3.321773E-01   3.601697E-05
   1.200000E+00   4.000000E-02   3.657143E-01   3.657536E-01   3.930933E-05
   1.220000E+00   4.000000E-02   3.987337E-01   3.987761E-01   4.244159E-05
   1.240000E+00   4.000000E-02   4.312174E-01   4.312628E-01   4.540464E-05
   1.260000E+00   4.000000E-02   4.631826E-01   4.632307E-01   4.818868E-05
   1.280000E+00   4.000000E-02   4.946455E-01   4.946962E-01   5.078477E-05
   1.300000E+00   4.000000E-02   5.256216E-01   5.256748E-01   5.318357E-05
   1.320000E+00   4.000000E-02   5.561259E-01   5.561813E-01   5.537697E-05
   1.340000E+00   4.000000E-02   5.861725E-01   5.862299E-01   5.735660E-05
   1.360000E+00   4.000000E-02   6.157750E-01   6.158341E-01   5.911561E-05
   1.380000E+00   4.000000E-02   6.449462E-01   6.450068E-01   6.064695E-05
   1.400000E+00   4.000000E-02   6.736985E-01   6.737605E-01   6.194527E-05
   1.420000E+00   4.000000E-02   7.020439E-01   7.021069E-01   6.300511E-05
   1.440000E+00   4.000000E-02   7.299937E-01   7.300575E-01   6.382281E-05
   1.460000E+00   4.000000E-02   7.575588E-01   7.576232E-01   6.439465E-05
   1.480000E+00   4.000000E-02   7.847497E-01   7.848144E-01   6.471880E-05
   1.500000E+00   4.000000E-02   8.115763E-01   8.116411E-01   6.479338E-05
   1.520000E+00   4.000000E-02   8.380483E-01   8.381130E-01   6.461844E-05
   1.540000E+00   4.000000E-02   8.641751E-01   8.642393E-01   6.419401E-05
   1.560000E+00   4.000000E-02   8.899654E-01   8.900289E-01   6.352206E-05
   1.580000E+00   4.000000E-02   9.154278E-01   9.154904E-01   6.260455E-05
   1.600000E+00   4.000000E-02   9.405706E-01   9.406321E-01   6.144534E-05
   1.620000E+00   4.000000E-02   9.654017E-01   9.654618E-01   6.004829E-05
   1.640000E+00   4.000000E-02   9.899288E-01   9.899872E-01   5.841911E-05
   1.660000E+00   4.000000E-02   1.014159E+00   1.014216E+00   5.656351E-05
   1.680000E+00   4.000000E-02   1.038100E+00   1.038154E+00   5.448896E-05
   1.700000E+00   4.000000E-02   1.061758E+00   1.061810E+00   5.220292E-05
   1.720000E+00   4.000000E-02   1.085140E+00   1.085189E+00   4.971449E-05
   1.740000E+00   4.000000E-02   1.108252E+00   1.108299E+00   4.703277E-05
   1.760000E+00   4.000000E-02   1.131100E+00   1.131144E+00   4.416833E-05
   1.780000E+00   4.000000E-02   1.153690E+00   1.153732E+00   4.113175E-05
   1.800000E+00   4.000000E-02   1.176029E+00   1.176067E+00   3.793490E-05
   1.820000E+00   4.000000E-02   1.198121E+00   1.198156E+00   3.458961E-05
   1.840000E+00   4.000000E-02   1.219973E+00   1.220004E+00   3.110885E-05
   1.860000E+00   4.000000E-02   1.241588E+00   1.241615E+00   2.750547E-05
   1.880000E+00   4.000000E-02   1.262972E+00   1.262996E+00   2.379320E-05
   1.900000E+00   4.000000E-02   1.284131E+00   1.284151E+00   1.998563E-05
   1.920000E+00   4.000000E-02   1.305068E+00   1.305084E+00   1.609687E-05
   1.940000E+00   4.000000E-02   1.325789E+00   1.325801E+00   1.214068E-05
   1.960000E+00   4.000000E-02   1.346297E+00   1.346305E+00   8.130806E-06
   1.980000E+00   4.000000E-02   1.366598E+00   1.366602E+00   4.080063E-06
   2.000000E+00   4.000000E-02   1.386694E+00   1.386694E+00   0.000000E+00

   1.000000E+00   6.000000E-02   3.593536E-03   3.593536E-03   0.000000E+00
   1.020000E+00   6.000000E-02   4.305269E-02   4.305949E-02   6.802536E-06
   1.040000E+00   6.000000E-02   8.175095E-02   8.176430E-02   1.335083E-05
   1.060000E+00   6.000000E-02   1.197170E-01   1.197367E-01   1.968252E-05
   1.080000E+00   6.000000E-02   1.569779E-01   1.570037E-01   2.581871E-05
   1.100000E+00   6.000000E-02   1.935594E-01   1.935911E-01   3.176841E-05
   1.120000E+00   6.000000E-02   2.294856E-01   2.295232E-01   3.753174E-05
   1.140000E+00   6.000000E-02   2.647797E-01   2.648228E-01   4.310356E-05
   1.160000E+00   6.000000E-02   2.994633E-01   2.995118E-01   4.847444E-05
   1.180000E+00   6.000000E-02   3.335574E-01   3.336110E-01   5.363313E-05
   1.200000E+00   6.000000E-02   3.670814E-01   3.671400E-01   5.856620E-05
   1.220000E+00   6.000000E-02   4.000542E-01   4.001175E-01   6.326016E-05
   1.240000E+00   6.000000E-02   4.324936E-01   4.325613E-01   6.770030E-05
   1.260000E+00   6.000000E-02   4.644166E-01   4.644884E-01   7.187288E-05
   1.280000E+00   6.000000E-02   4.958392E-01   4.959150E-01   7.576344E-05
   1.300000E+00   6.000000E-02   5.267771E-01   5.268564E-01   7.935910E-05
   1.320000E+00   6.000000E-02   5.572448E-01   5.573275E-01   8.264657E-05
   1.340000E+00   6.000000E-02   5.872565E-01   5.873421E-01   8.561460E-05
   1.360000E+00   6.000000E-02   6.168256E-01   6.169139E-01   8.825163E-05
   1.380000E+00   6.000000E-02   6.459650E-01   6.460556E-01   9.054852E-05
   1.400000E+00   6.000000E-02   6.746870E-01   6.747795E-01   9.249591E-05
   1.420000E+00   6.000000E-02   7.030034E-01   7.030975E-01   9.408705E-05
   1.440000E+00   6.000000E-02   7.309255E-01   7.310208E-01   9.531509E-05
   1.460000E+00   6.000000E-02   7.584641E-01   7.585603E-01   9.617592E-05
   1.480000E+00   6.000000E-02   7.856297E-01   7.857264E-01   9.666536E-05
   1.500000E+00   6.000000E-02   8.124322E-01   8.125289E-01   9.678209E-05
   1.520000E+00   6.000000E-02   8.388811E-01   8.389776E-01   9.652475E-05
   1.540000E+00   6.000000E-02   8.649857E-01   8.650816E-01   9.589488E-05
   1.560000E+00   6.000000E-02   8.907549E-01   8.908498E-01   9.489396E-05
   1.580000E+00   6.000000E-02   9.161972E-01   9.162907E-01   9.352639E-05
   1.600000E+00   6.000000E-02   9.413207E-01   9.414125E-01   9.179654E-05
   1.620000E+00   6.000000E-02   9.661334E-01   9.662231E-01   8.971160E-05
   1.640000E+00   6.000000E-02   9.906428E-01   9.907301E-01   8.727873E-05
   1.660000E+00   6.000000E-02   1.014856E+00   1.014941E+00   8.450785E-05
   1.680000E+00   6.000000E-02   1.038781E+00   1.038862E+00   8.140881E-05
   1.700000E+00   6.000000E-02   1.062423E+00   1.062501E+00   7.799406E-05
   1.720000E+00   6.000000E-02   1.085790E+00   1.085865E+00   7.427599E-05
   1.740000E+00   6.000000E-02   1.108888E+00   1.108959E+00   7.026938E-05
   1.760000E+00   6.000000E-02   1.131723E+00   1.131789E+00   6.598897E-05
   1.780000E+00   6.000000E-02   1.154301E+00   1.154362E+00   6.145160E-05
   1.800000E+00   6.000000E-02   1.176627E+00   1.176684E+00   5.667407E-05
   1.820000E+00   6.000000E-02   1.198708E+00   1.198759E+00   5.167502E-05
   1.840000E+00   6.000000E-02   1.220547E+00   1.220594E+00   4.647298E-05
   1.860000E+00   6.000000E-02   1.242152E+00   1.242193E+00   4.108801E-05
   1.880000E+00   6.000000E-02   1.263526E+00   1.263562E+00   3.554002E-05
   1.900000E+00   6.000000E-02   1.284675E+00   1.284705E+00   2.984998E-05
   1.920000E+00   6.000000E-02   1.305602E+00   1.305626E+00   2.403866E-05
   1.940000E+00   6.000000E-02   1.326314E+00   1.326332E+00   1.812735E-05
   1.960000E+00   6.000000E-02   1.346813E+00   1.346826E+00   1.213686E-05
   1.980000E+00   6.000000E-02   1.367105E+00   1.367112E+00   6.087843E-06
   2.000000E+00   6.000000E-02   1.387194E+00   1.387194E+00   0.000000E+00

   1.000000E+00   8.000000E-02   6.379607E-03   6.379607E-03   0.000000E+00
   1.020000E+00   8.000000E-02   4.572901E-02   4.573789E-02   8.876795E-06
   1.040000E+00   8.000000E-02   8.432366E-02   8.434115E-02   1.748491E-05
   1.060000E+00   8.000000E-02   1.221918E-01   1.222176E-01   2.584595E-05
   1.080000E+00   8.000000E-02   1.593601E-01   1.593941E-01   3.397117E-05
   1.100000E+00   8.000000E-02   1.958538E-01   1.958957E-01   4.186227E-05
   1.120000E+00   8.000000E-02   2.316969E-01   2.317464E-01   4.951427E-05
   1.140000E+00   8.000000E-02   2.669121E-01   2.669690E-01   5.691635E-05
   1.160000E+00   8.000000E-02   3.015209E-01   3.015850E-01   6.405480E-05
   1.180000E+00   8.000000E-02   3.355438E-01   3.356147E-01   7.091259E-05
   1.200000E+00   8.000000E-02   3.690002E-01   3.690777E-01   7.747212E-05
   1.220000E+00   8.000000E-02   4.019087E-01   4.019924E-01   8.371393E-05
   1.240000E+00   8.000000E-02   4.342868E-01   4.343765E-01   8.961939E-05
   1.260000E+00   8.000000E-02   4.661514E-01   4.662466E-01   9.516878E-05
   1.280000E+00   8.000000E-02   4.975185E-01   4.976188E-01   1.003442E-04
   1.300000E+00   8.000000E-02   5.284032E-01   5.285084E-01   1.051269E-04
   1.320000E+00   8.000000E-02   5.588203E-01   5.589298E-01   1.095010E-04
   1.340000E+00   8.000000E-02   5.887837E-01   5.888972E-01   1.134497E-04
   1.360000E+00   8.000000E-02   6.183067E-01   6.184236E-01   1.169594E-04
   1.380000E+00   8.000000E-02   6.474020E-01   6.475220E-01   1.200163E-04
   1.400000E+00   8.000000E-02   6.760819E-01   6.762045E-01   1.226098E-04
   1.420000E+00   8.000000E-02   7.043580E-01   7.044827E-01   1.247290E-04
   1.440000E+00   8.000000E-02   7.322415E-01   7.323679E-01   1.263668E-04
   1.460000E+00   8.000000E-02   7.597433E-01   7.598708E-01   1.275159E-04
   1.480000E+00   8.000000E-02   7.868736E-01   7.870018E-01   1.281726E-04
   1.500000E+00   8.000000E-02   8.136423E-01   8.137706E-01   1.283334E-04
   1.520000E+00   8.000000E-02   8.400589E-01   8.401869E-01   1.279982E-04
   1.540000E+00   8.000000E-02   8.661326E-01   8.662598E-01   1.271673E-04
   1.560000E+00   8.000000E-02   8.918722E-01   8.919980E-01   1.258447E-04
   1.580000E+00   8.000000E-02   9.172861E-01   9.174101E-01   1.240341E-04
   1.600000E+00   8.000000E-02   9.423824E-01   9.425041E-01   1.217434E-04
   1.620000E+00   8.000000E-02   9.671690E-01   9.672880E-01   1.189803E-04
   1.640000E+00   8.000000E-02   9.916534E-01   9.917692E-01   1.157561E-04
   1.660000E+00   8.000000E-02   1.015843E+00   1.015955E+00   1.120821E-04
   1.680000E+00   8.000000E-02   1.039745E+00   1.039853E+00   1.079733E-04
   1.700000E+00   8.000000E-02   1.063365E+00   1.063469E+00   1.034445E-04
   1.720000E+00   8.000000E-02   1.086711E+00   1.086810E+00   9.851369E-05
   1.740000E+00   8.000000E-02   1.109789E+00   1.109882E+00   9.319907E-05
   1.760000E+00   8.000000E-02   1.132604E+00   1.132692E+00   8.752166E-05
   1.780000E+00   8.000000E-02   1.155163E+00   1.155245E+00   8.150244E-05
   1.800000E+00   8.000000E-02   1.177472E+00   1.177547E+00   7.516505E-05
   1.820000E+00   8.000000E-02   1.199535E+00   1.199603E+00   6.853303E-05
   1.840000E+00   8.000000E-02   1.221358E+00   1.221420E+00   6.163216E-05
   1.860000E+00   8.000000E-02   1.242947E+00   1.243001E+00   5.448809E-05
   1.880000E+00   8.000000E-02   1.264306E+00   1.264353E+00   4.712821E-05
   1.900000E+00   8.000000E-02   1.285439E+00   1.285479E+00   3.957976E-05
   1.920000E+00   8.000000E-02   1.306353E+00   1.306385E+00   3.187113E-05
   1.940000E+00   8.000000E-02   1.327051E+00   1.327075E+00   2.403041E-05
   1.960000E+00   8.000000E-02   1.347537E+00   1.347554E+00   1.608625E-05
   1.980000E+00   8.000000E-02   1.367817E+00   1.367825E+00   8.066763E-06
   2.000000E+00   8.000000E-02   1.387893E+00   1.387893E+00   0.000000E+00

   1.000000E+00   1.000000E-01   9.950331E-03   9.950331E-03   0.000000E+00
   1.020000E+00   1.000000E-01   4.916016E-02   4.917104E-02   1.087958E-05
   1.040000E+00   1.000000E-01   8.762303E-02   8.764451E-02   2.148374E-05
   1.060000E+00   1.000000E-01   1.253666E-01   1.253984E-01   3.181989E-05
   1.080000E+00   1.000000E-01   1.624170E-01   1.624589E-01   4.188790E-05
   1.100000E+00   1.000000E-01   1.987992E-01   1.988509E-01   5.168132E-05
   1.120000E+00   1.000000E-01   2.345365E-01   2.345977E-01   6.118744E-05
   1.140000E+00   1.000000E-01   2.696514E-01   2.697217E-01   7.038990E-05
   1.160000E+00   1.000000E-01   3.041649E-01   3.042442E-01   7.926826E-05
   1.180000E+00   1.000000E-01   3.380973E-01   3.381851E-01   8.780089E-05
   1.200000E+00   1.000000E-01   3.714676E-01   3.715636E-01   9.596367E-05
   1.220000E+00   1.000000E-01   4.042941E-01   4.043979E-01   1.037331E-04
   1.240000E+00   1.000000E-01   4.365943E-01   4.367053E-01   1.110840E-04
   1.260000E+00   1.000000E-01   4.683845E-01   4.685025E-01   1.179932E-04
   1.280000E+00   1.000000E-01   4.996807E-01   4.998051E-01   1.244366E-04
   1.300000E+00   1.000000E-01   5.304979E-01   5.306283E-01   1.303927E-04
   1.320000E+00   1.000000E-01   5.608504E-01   5.609863E-01   1.358394E-04
   1.340000E+00   1.000000E-01   5.907522E-01   5.908929E-01   1.407582E-04
   1.360000E+00   1.000000E-01   6.202163E-01   6.203614E-01   1.451299E-04
   1.380000E+00   1.000000E-01   6.492553E-01   6.494043E-01   1.489394E-04
   1.400000E+00   1.000000E-01   6.778814E-01   6.780335E-01   1.521714E-04
   1.420000E+00   1.000000E-01   7.061060E-01   7.062608E-01   1.548148E-04
   1.440000E+00   1.000000E-01   7.339403E-01   7.340972E-01   1.568583E-04
   1.460000E+00   1.000000E-01   7.613949E-01   7.615532E-01   1.582952E-04
   1.480000E+00   1.000000E-01   7.884800E-01   7.886392E-01   1.591187E-04
   1.500000E+00   1.000000E-01   8.152055E-01   8.153648E-01   1.593265E-04
   1.520000E+00   1.000000E-01   8.415807E-01   8.417396E-01   1.589166E-04
   1.540000E+00   1.000000E-01   8.676146E-01   8.677725E-01   1.578915E-04
   1.560000E+00   1.000000E-01   8.933161E-01   8.934724E-01   1.562538E-04
   1.580000E+00   1.000000E-01   9.186935E-01   9.188475E-01   1.540106E-04
   1.600000E+00   1.000000E-01   9.437547E-01   9.439059E-01   1.511694E-04
   1.620000E+00   1.000000E-01   9.685077E-01   9.686555E-01   1.477419E-04
   1.640000E+00   1.000000E-01   9.929599E-01   9.931036E-01   1.437401E-04
   1.660000E+00   1.000000E-01   1.017118E+00   1.017258E+00   1.391803E-04
   1.680000E+00   1.000000E-01   1.040990E+00   1.041124E+00   1.340789E-04
   1.700000E+00   1.000000E-01   1.064582E+00   1.064711E+00   1.284563E-04
   1.720000E+00   1.000000E-01   1.087901E+00   1.088023E+00   1.223332E-04
   1.740000E+00   1.000000E-01   1.110952E+00   1.111068E+00   1.157339E-04
   1.760000E+00   1.000000E-01   1.133742E+00   1.133851E+00   1.086827E-04
   1.780000E+00   1.000000E-01   1.156277E+00   1.156378E+00   1.012076E-04
   1.800000E+00   1.000000E-01   1.178562E+00   1.178655E+00   9.333622E-05
   1.820000E+00   1.000000E-01   1.200602E+00   1.200687E+00   8.509948E-05
   1.840000E+00   1.000000E-01   1.222404E+00   1.222480E+00   7.652804E-05
   1.860000E+00   1.000000E-01   1.243972E+00   1.244039E+00   6.765511E-05
   1.880000E+00   1.000000E-01   1.265310E+00   1.265369E+00   5.851374E-05
   1.900000E+00   1.000000E-01   1.286425E+00   1.286474E+00   4.913888E-05
   1.920000E+00   1.000000E-01   1.307320E+00   1.307359E+00   3.956522E-05
   1.940000E+00   1.000000E-01   1.328000E+00   1.328029E+00   2.982873E-05
   1.960000E+00   1.000000E-01   1.348469E+00   1.348489E+00   1.996499E-05
   1.980000E+00   1.000000E-01   1.368731E+00   1.368741E+00   1.001015E-05
   2.000000E+00   1.000000E-01   1.388791E+00   1.388791E+00   0.000000E+00

   1.000000E+00   1.200000E-01   1.429730E-02   1.429730E-02   0.000000E+00
   1.020000E+00   1.200000E-01   5.333836E-02   5.335118E-02   1.281206E-05
   1.040000E+00   1.200000E-01   9.164184E-02   9.166719E-02   2.534697E-05
   1.060000E+00   1.200000E-01   1.292347E-01   1.292723E-01   3.759882E-05
   1.080000E+00   1.200000E-01   1.661426E-01   1.661922E-01   4.955687E-05
   1.100000E+00   1.200000E-01   2.023897E-01   2.024509E-01   6.120479E-05
   1.120000E+00   1.200000E-01   2.379990E-01   2.380716E-01   7.252266E-05
   1.140000E+00   1.200000E-01   2.729924E-01   2.730759E-01   8.348614E-05
   1.160000E+00   1.200000E-01   3.073906E-01   3.074847E-01   9.406937E-05
   1.180000E+00   1.200000E-01   3.412134E-01   3.413176E-01   1.042434E-04
   1.200000E+00   1.200000E-01   3.744795E-01   3.745934E-01   1.139798E-04
   1.220000E+00   1.200000E-01   4.072068E-01   4.073300E-01   1.232480E-04
   1.240000E+00   1.200000E-01   4.394124E-01   4.395444E-01   1.320193E-04
   1.260000E+00   1.200000E-01   4.711126E-01   4.712528E-01   1.402636E-04
   1.280000E+00   1.200000E-01   5.023229E-01   5.024708E-01   1.479540E-04
   1.300000E+00   1.200000E-01   5.330581E-01   5.332131E-01   1.550626E-04
   1.320000E+00   1.200000E-01   5.633324E-01   5.634940E-01   1.615651E-04
   1.340000E+00   1.200000E-01   5.931594E-01   5.933268E-01   1.674370E-04
   1.360000E+00   1.200000E-01   6.225521E-01   6.227247E-01   1.726580E-04
   1.380000E+00   1.200000E-01   6.515228E-01   6.517000E-01   1.772075E-04
   1.400000E+00   1.200000E-01   6.800835E-01   6.802646E-01   1.810697E-04
   1.420000E+00   1.200000E-01   7.082456E-01   7.084298E-01   1.842288E-04
   1.440000E+00   1.200000E-01   7.360200E-01   7.362067E-01   1.866741E-04
   1.460000E+00   1.200000E-01   7.634172E-01   7.636056E-01   1.883948E-04
   1.480000E+00   1.200000E-01   7.904474E-01   7.906368E-01   1.893857E-04
   1.500000E+00   1.200000E-01   8.171202E-01   8.173098E-01   1.896413E-04
   1.520000E+00   1.200000E-01   8.434449E-01   8.436340E-01   1.891620E-04
   1.540000E+00   1.200000E-01   8.694304E-01   8.696183E-01   1.879479E-04
   1.560000E+00   1.200000E-01   8.950854E-01   8.952714E-01   1.860049E-04
   1.580000E+00   1.200000E-01   9.204181E-01   9.206014E-01   1.833390E-04
   1.600000E+00   1.200000E-01   9.454365E-01   9.456165E-01   1.799616E-04
   1.620000E+00   1.200000E-01   9.701484E-01   9.703243E-01   1.758842E-04
   1.640000E+00   1.200000E-01   9.945610E-01   9.947322E-01   1.711236E-04
   1.660000E+00   1.200000E-01   1.018682E+00   1.018847E+00   1.656966E-04
