# x   y   V_numerica   V_analitica   |error|
   0.000000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   4.000000E-02   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   8.000000E-02   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.200000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.600000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   2.000000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   2.400000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   2.800000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   3.200000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   3.600000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   4.000000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   4.400000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   4.800000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   5.200000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   5.600000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   6.000000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   6.400000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   6.800000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   7.200000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   7.600000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   8.000000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   8.400000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   8.800000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   9.200000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   9.600000E-01   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.000000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.040000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.080000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.120000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.160000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.200000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.240000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.280000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.320000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.360000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.400000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.440000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.480000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.520000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.560000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.600000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.640000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.680000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.720000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.760000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.800000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.840000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.880000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.920000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   1.960000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00
   2.000000E+00   0.000000E+00   1.000000E+00   1.000000E+00   0.000000E+00

   0.000000E+00   2.000000E-02   1.000000E+00   1.000000E+00   0.000000E+00
   4.000000E-02   2.000000E-02   1.000475E+00   1.000800E+00   3.258061E-04
   8.000000E-02   2.000000E-02   1.000945E+00   1.001601E+00   6.559242E-04
   1.200000E-01   2.000000E-02   1.001410E+00   1.002403E+00   9.933631E-04
   1.600000E-01   2.000000E-02   1.001865E+00   1.003205E+00   1.340529E-03
   2.000000E-01   2.000000E-02   1.002309E+00   1.004008E+00   1.699357E-03
   2.400000E-01   2.000000E-02   1.002740E+00   1.004812E+00   2.071400E-03
   2.800000E-01   2.000000E-02   1.003158E+00   1.005616E+00   2.457881E-03
   3.200000E-01   2.000000E-02   1.003561E+00   1.006421E+00   2.859733E-03
   3.600000E-01   2.000000E-02   1.003948E+00   1.007226E+00   3.277625E-03
   4.000000E-01   2.000000E-02   1.004320E+00   1.008032E+00   3.711978E-03
   4.400000E-01   2.000000E-02   1.004676E+00   1.008839E+00   4.162981E-03
   4.800000E-01   2.000000E-02   1.005016E+00   1.009646E+00   4.630595E-03
   5.200000E-01   2.000000E-02   1.005340E+00   1.010454E+00   5.114560E-03
   5.600000E-01   2.000000E-02   1.005649E+00   1.011263E+00   5.614397E-03
   6.000000E-01   2.000000E-02   1.005943E+00   1.012072E+00   6.129408E-03
   6.400000E-01   2.000000E-02   1.006224E+00   1.012882E+00   6.658674E-03
   6.800000E-01   2.000000E-02   1.006492E+00   1.013693E+00   7.201048E-03
   7.200000E-01   2.000000E-02   1.006749E+00   1.014504E+00   7.755157E-03
   7.600000E-01   2.000000E-02   1.006997E+00   1.015316E+00   8.319387E-03
